"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jan 31 09:08:08 GMT 2023","Tue Jan 31 09:08:38 GMT 2023","30155","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestAsisaVidaValidation","Creation of the insurance record with provider 'Axa Vida Protec' and validation it in Salesforce",""
"broken","Tue Jan 31 09:21:55 GMT 2023","Tue Jan 31 09:22:26 GMT 2023","30128","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMe4PageProduct","Click Call Me on the 4th step of the web funnel (where a result list is present), when product is selected",""
"broken","Tue Jan 31 09:17:20 GMT 2023","Tue Jan 31 09:17:50 GMT 2023","30151","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestZurichVidaValidation","Creation of the insurance record with provider 'FIATC Vida' and validation it in Salesforce",""
"broken","Tue Jan 31 09:12:44 GMT 2023","Tue Jan 31 09:13:14 GMT 2023","30146","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestFIATCVidaValidation","Creation of the insurance record with provider 'Credit Andorra Life' and validation it in Salesforce",""
"broken","Tue Jan 31 09:24:59 GMT 2023","Tue Jan 31 09:25:29 GMT 2023","30134","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMeDetailPage","Click Call Me on product detail page",""
"broken","Tue Jan 31 09:14:16 GMT 2023","Tue Jan 31 09:14:46 GMT 2023","30131","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestPrevisVidaValidation","Creation of the insurance record with provider 'Zurich Vida' and validation it in Salesforce",""
"broken","Tue Jan 31 09:06:36 GMT 2023","Tue Jan 31 09:07:06 GMT 2023","30195","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestAllianzVidaRiesgoValidation","Creation of the insurance record with provider 'Previs Vida' and validation it in Salesforce",""
"broken","Tue Jan 31 09:11:12 GMT 2023","Tue Jan 31 09:11:42 GMT 2023","30173","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestCreditAndorraLifeVidaValidation","Creation of the insurance record with provider 'Santalucía Vida' and validation it in Salesforce",""
"broken","Tue Jan 31 09:09:40 GMT 2023","Tue Jan 31 09:10:10 GMT 2023","30143","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestAxaVidaProtecValidation","Creation of the insurance record with provider AsisaVida and validation it in Salesforce",""
"broken","Tue Jan 31 09:05:04 GMT 2023","Tue Jan 31 09:05:34 GMT 2023","30193","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTest","Creation of the insurance record",""
"broken","Tue Jan 31 09:29:34 GMT 2023","Tue Jan 31 09:30:05 GMT 2023","30122","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMeThirdPage","Click Call Me on the 3d step of web funnel form (product is not selected)",""
"broken","Tue Jan 31 09:28:03 GMT 2023","Tue Jan 31 09:28:33 GMT 2023","30118","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMeSecondPage","Click Call Me on the 2nd step of web funnel form (product is not selected)",""
"broken","Tue Jan 31 09:26:31 GMT 2023","Tue Jan 31 09:27:01 GMT 2023","30117","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMeFirstPage","Click Call Me on the 1st step of the web funnel form (product is not selected)",""
"broken","Tue Jan 31 09:20:24 GMT 2023","Tue Jan 31 09:20:54 GMT 2023","30136","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMe4PageNotProduct","Click Call Me on the 4th step of the web funnel (where a result list is present), when product is not selected",""
"broken","Tue Jan 31 09:15:48 GMT 2023","Tue Jan 31 09:16:18 GMT 2023","30152","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestSantalucíaVidaValidation","Creation of the insurance record with provider 'Allianz Vida Riesgo' and validation it in Salesforce",""
"broken","Tue Jan 31 09:18:52 GMT 2023","Tue Jan 31 09:19:22 GMT 2023","30129","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoWeCallYouFreeTest","Creation of the insurance record",""
"broken","Tue Jan 31 09:23:27 GMT 2023","Tue Jan 31 09:23:57 GMT 2023","30137","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMeComparisonPage","Click Call Me on comparison detail page",""
