"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Feb 28 17:55:35 GMT 2023","Tue Feb 28 17:56:05 GMT 2023","30109","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestAxaVidaProtecValidation","Creation of the insurance record with provider AsisaVida and validation it in Salesforce",""
"broken","Tue Feb 28 17:58:38 GMT 2023","Tue Feb 28 17:59:08 GMT 2023","30100","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestFIATCVidaValidation","Creation of the insurance record with provider 'Credit Andorra Life' and validation it in Salesforce",""
"broken","Tue Feb 28 18:04:45 GMT 2023","Tue Feb 28 18:05:15 GMT 2023","30112","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoWeCallYouFreeTest","Creation of the insurance record",""
"broken","Tue Feb 28 17:54:03 GMT 2023","Tue Feb 28 17:54:33 GMT 2023","30117","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestAsisaVidaValidation","Creation of the insurance record with provider 'Axa Vida Protec' and validation it in Salesforce",""
"broken","Tue Feb 28 18:01:42 GMT 2023","Tue Feb 28 18:02:12 GMT 2023","30124","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestSantalucíaVidaValidation","Creation of the insurance record with provider 'Allianz Vida Riesgo' and validation it in Salesforce",""
"broken","Tue Feb 28 18:03:14 GMT 2023","Tue Feb 28 18:03:44 GMT 2023","30120","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestZurichVidaValidation","Creation of the insurance record with provider 'FIATC Vida' and validation it in Salesforce",""
"broken","Tue Feb 28 18:06:17 GMT 2023","Tue Feb 28 18:06:47 GMT 2023","30101","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMe4PageNotProduct","Click Call Me on the 4th step of the web funnel (where a result list is present), when product is not selected",""
"broken","Tue Feb 28 18:10:52 GMT 2023","Tue Feb 28 18:11:22 GMT 2023","30100","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMeDetailPage","Click Call Me on product detail page",""
"broken","Tue Feb 28 17:52:31 GMT 2023","Tue Feb 28 17:53:01 GMT 2023","30168","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestAllianzVidaRiesgoValidation","Creation of the insurance record with provider 'Previs Vida' and validation it in Salesforce",""
"broken","Tue Feb 28 18:07:49 GMT 2023","Tue Feb 28 18:08:19 GMT 2023","30110","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMe4PageProduct","Click Call Me on the 4th step of the web funnel (where a result list is present), when product is selected",""
"broken","Tue Feb 28 18:13:55 GMT 2023","Tue Feb 28 18:14:26 GMT 2023","30099","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMeSecondPage","Click Call Me on the 2nd step of web funnel form (product is not selected)",""
"broken","Tue Feb 28 18:09:20 GMT 2023","Tue Feb 28 18:09:50 GMT 2023","30093","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMeComparisonPage","Click Call Me on comparison detail page",""
"broken","Tue Feb 28 18:12:24 GMT 2023","Tue Feb 28 18:12:54 GMT 2023","30098","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMeFirstPage","Click Call Me on the 1st step of the web funnel form (product is not selected)",""
"broken","Tue Feb 28 17:57:07 GMT 2023","Tue Feb 28 17:57:37 GMT 2023","30116","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestCreditAndorraLifeVidaValidation","Creation of the insurance record with provider 'Santalucía Vida' and validation it in Salesforce",""
"broken","Tue Feb 28 18:15:27 GMT 2023","Tue Feb 28 18:15:57 GMT 2023","30087","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMeThirdPage","Click Call Me on the 3d step of web funnel form (product is not selected)",""
"broken","Tue Feb 28 17:50:59 GMT 2023","Tue Feb 28 17:51:30 GMT 2023","30158","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTest","Creation of the insurance record",""
"broken","Tue Feb 28 18:00:10 GMT 2023","Tue Feb 28 18:00:40 GMT 2023","30128","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestPrevisVidaValidation","Creation of the insurance record with provider 'Zurich Vida' and validation it in Salesforce",""
