"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 24 07:05:42 GMT 2023","Tue Jan 24 07:05:57 GMT 2023","15752","Surefire suite","Surefire test","com.itechart.tests.AcietroCallMeTest","com.itechart.tests.AcietroCallMeTest","acietroCallMeFirstPage","Click Call Me on the 1st step of the web funnel form (product is not selected)",""
"passed","Tue Jan 24 07:04:23 GMT 2023","Tue Jan 24 07:04:58 GMT 2023","35719","Surefire suite","Surefire test","com.itechart.tests.AcietroCallMeTest","com.itechart.tests.AcietroCallMeTest","acietroCallMeComparisonPage","Click Call Me on comparison detail page",""
"failed","Tue Jan 24 07:06:17 GMT 2023","Tue Jan 24 07:06:41 GMT 2023","23845","Surefire suite","Surefire test","com.itechart.tests.AcietroCallMeTest","com.itechart.tests.AcietroCallMeTest","acietroCallMeThirdPage","Click Call Me on the 3d step of web funnel form (product is not selected)",""
"failed","Tue Jan 24 07:10:45 GMT 2023","Tue Jan 24 07:11:27 GMT 2023","42528","Surefire suite","Surefire test","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestPrevisVidaValidation","Creation of the insurance record with provider 'Zurich Vida' and validation it in Salesforce",""
"failed","Tue Jan 24 07:11:28 GMT 2023","Tue Jan 24 07:12:11 GMT 2023","43112","Surefire suite","Surefire test","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestSantalucíaVidaValidation","Creation of the insurance record with provider 'Allianz Vida Riesgo' and validation it in Salesforce",""
"passed","Tue Jan 24 07:06:41 GMT 2023","Tue Jan 24 07:07:07 GMT 2023","25832","Surefire suite","Surefire test","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTest","Creation of the insurance record",""
"failed","Tue Jan 24 07:07:07 GMT 2023","Tue Jan 24 07:07:51 GMT 2023","43392","Surefire suite","Surefire test","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestAllianzVidaRiesgoValidation","Creation of the insurance record with provider 'Previs Vida' and validation it in Salesforce",""
"passed","Tue Jan 24 07:03:02 GMT 2023","Tue Jan 24 07:03:45 GMT 2023","42147","Surefire suite","Surefire test","com.itechart.tests.AcietroCallMeTest","com.itechart.tests.AcietroCallMeTest","acietroCallMe4PageNotProduct","Click Call Me on the 4th step of the web funnel (where a result list is present), when product is not selected",""
"failed","Tue Jan 24 07:08:35 GMT 2023","Tue Jan 24 07:09:20 GMT 2023","45074","Surefire suite","Surefire test","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestAxaVidaProtecValidation","Creation of the insurance record with provider AsisaVida and validation it in Salesforce",""
"passed","Tue Jan 24 07:12:55 GMT 2023","Tue Jan 24 07:13:15 GMT 2023","20227","Surefire suite","Surefire test","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoWeCallYouFreeTest","Creation of the insurance record",""
"failed","Tue Jan 24 07:09:20 GMT 2023","Tue Jan 24 07:10:02 GMT 2023","42192","Surefire suite","Surefire test","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestCreditAndorraLifeVidaValidation","Creation of the insurance record with provider 'Santalucía Vida' and validation it in Salesforce",""
"passed","Tue Jan 24 07:03:45 GMT 2023","Tue Jan 24 07:04:22 GMT 2023","37055","Surefire suite","Surefire test","com.itechart.tests.AcietroCallMeTest","com.itechart.tests.AcietroCallMeTest","acietroCallMe4PageProduct","Click Call Me on the 4th step of the web funnel (where a result list is present), when product is selected",""
"passed","Tue Jan 24 07:05:58 GMT 2023","Tue Jan 24 07:06:16 GMT 2023","18624","Surefire suite","Surefire test","com.itechart.tests.AcietroCallMeTest","com.itechart.tests.AcietroCallMeTest","acietroCallMeSecondPage","Click Call Me on the 2nd step of web funnel form (product is not selected)",""
"passed","Tue Jan 24 07:04:59 GMT 2023","Tue Jan 24 07:05:41 GMT 2023","42641","Surefire suite","Surefire test","com.itechart.tests.AcietroCallMeTest","com.itechart.tests.AcietroCallMeTest","acietroCallMeDetailPage","Click Call Me on product detail page",""
"failed","Tue Jan 24 07:07:51 GMT 2023","Tue Jan 24 07:08:34 GMT 2023","43000","Surefire suite","Surefire test","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestAsisaVidaValidation","Creation of the insurance record with provider 'Axa Vida Protec' and validation it in Salesforce",""
"failed","Tue Jan 24 07:12:12 GMT 2023","Tue Jan 24 07:12:54 GMT 2023","42564","Surefire suite","Surefire test","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestZurichVidaValidation","Creation of the insurance record with provider 'FIATC Vida' and validation it in Salesforce",""
"failed","Tue Jan 24 07:10:03 GMT 2023","Tue Jan 24 07:10:44 GMT 2023","41495","Surefire suite","Surefire test","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestFIATCVidaValidation","Creation of the insurance record with provider 'Credit Andorra Life' and validation it in Salesforce",""
