"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Mar 16 14:59:48 GMT 2023","Thu Mar 16 15:00:13 GMT 2023","24589","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestFIATCVidaValidation","Creation of the insurance record with provider 'Credit Andorra Life' and validation it in Salesforce",""
"passed","Thu Mar 16 14:56:14 GMT 2023","Thu Mar 16 14:56:27 GMT 2023","12364","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTest","Creation of the insurance record",""
"passed","Thu Mar 16 14:58:33 GMT 2023","Thu Mar 16 14:58:56 GMT 2023","23222","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestAxaVidaProtecValidation","Creation of the insurance record with provider AsisaVida and validation it in Salesforce",""
"failed","Thu Mar 16 15:14:59 GMT 2023","Thu Mar 16 15:15:32 GMT 2023","33432","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMeThirdPage","Click Call Me on the 3d step of web funnel form (product is not selected)",""
"failed","Thu Mar 16 15:00:53 GMT 2023","Thu Mar 16 15:01:06 GMT 2023","13666","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestPrevisVidaValidation","Creation of the insurance record with provider 'Zurich Vida' and validation it in Salesforce",""
"passed","Thu Mar 16 15:03:19 GMT 2023","Thu Mar 16 15:03:27 GMT 2023","8089","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoWeCallYouFreeTest","Creation of the insurance record",""
"failed","Thu Mar 16 15:06:35 GMT 2023","Thu Mar 16 15:06:59 GMT 2023","24641","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMe4PageProduct","Click Call Me on the 4th step of the web funnel (where a result list is present), when product is selected",""
"failed","Thu Mar 16 14:57:08 GMT 2023","Thu Mar 16 14:57:40 GMT 2023","31933","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestAllianzVidaRiesgoValidation","Creation of the insurance record with provider 'Previs Vida' and validation it in Salesforce",""
"failed","Thu Mar 16 15:08:08 GMT 2023","Thu Mar 16 15:08:42 GMT 2023","34481","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMeComparisonPage","Click Call Me on comparison detail page",""
"failed","Thu Mar 16 15:04:46 GMT 2023","Thu Mar 16 15:05:23 GMT 2023","36899","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMe4PageNotProduct","Click Call Me on the 4th step of the web funnel (where a result list is present), when product is not selected",""
"passed","Thu Mar 16 14:58:56 GMT 2023","Thu Mar 16 14:59:19 GMT 2023","22681","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestCreditAndorraLifeVidaValidation","Creation of the insurance record with provider 'Santalucía Vida' and validation it in Salesforce",""
"passed","Thu Mar 16 14:58:06 GMT 2023","Thu Mar 16 14:58:32 GMT 2023","26568","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestAsisaVidaValidation","Creation of the insurance record with provider 'Axa Vida Protec' and validation it in Salesforce",""
"failed","Thu Mar 16 15:11:42 GMT 2023","Thu Mar 16 15:12:13 GMT 2023","31605","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMeFirstPage","Click Call Me on the 1st step of the web funnel form (product is not selected)",""
"failed","Thu Mar 16 15:13:19 GMT 2023","Thu Mar 16 15:13:50 GMT 2023","31752","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMeSecondPage","Click Call Me on the 2nd step of web funnel form (product is not selected)",""
"failed","Thu Mar 16 15:10:00 GMT 2023","Thu Mar 16 15:10:37 GMT 2023","37451","Build Verification Test","Validate the test creation throw CallMe form","com.itechart.tests.AciertoCallMeTest","com.itechart.tests.AciertoCallMeTest","acietroCallMeDetailPage","Click Call Me on product detail page",""
"passed","Thu Mar 16 15:02:29 GMT 2023","Thu Mar 16 15:02:53 GMT 2023","24498","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestZurichVidaValidation","Creation of the insurance record with provider 'FIATC Vida' and validation it in Salesforce",""
"passed","Thu Mar 16 15:01:32 GMT 2023","Thu Mar 16 15:01:56 GMT 2023","23230","Build Verification Test","Validate the standard test case creation","com.itechart.tests.AciertoTest","com.itechart.tests.AciertoTest","aciertoTestSantalucíaVidaValidation","Creation of the insurance record with provider 'Allianz Vida Riesgo' and validation it in Salesforce",""
"failed","Thu Mar 16 15:16:49 GMT 2023","Thu Mar 16 15:17:26 GMT 2023","36726","Build Verification Test","Validate the recurring demand","com.itechart.tests.AciertoRecurringDemandTest","com.itechart.tests.AciertoRecurringDemandTest","aciertoParentCase","Recurring demand: Choosing from grouped cases",""
